quantityOrdered,priceEach,orderDate,requiredDate,shippedDate,orderStatus,orderComments,productName,category,productScale,productVendor,quantityInStock,buyPrice,MSRP,customerName,phone_customer,city_customer,country_customer,creditLimit,employeeEmail,jobTitle,city_office,phone_office,country_office,territory,employeeName,contactName,address_office,address_customer
33,89.01,2018-12-05,2018-12-13,2018-12-08,Shipped,Can we renegotiate this one?,1982 Camaro Z28,Classic Cars,1:18,Carousel DieCast Legends,6934,46.53,101.15,Canadian Gift Exchange Network,+1 604-555-3392,Vancouver,Canada,90300,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Yoshi  Tamuri,523 East 53rd Street apt. 5A 10022,1900 Oak St.  V3F 2K1
31,125.58,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1962 LanciaA Delta 16V,Classic Cars,1:10,Second Gear Diecast,6791,103.42,147.74,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
34,95.99,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1957 Chevy Pickup,Trucks and Buses,1:12,Exoto Designs,6125,55.7,118.5,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
44,140.81,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1998 Chrysler Plymouth Prowler,Classic Cars,1:18,Gearbox Collectibles,4724,101.51,163.73,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
43,109.23,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1964 Mercedes Tour Bus,Trucks and Buses,1:18,Unimax Art Galleries,8258,74.86,122.73,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
37,60.77,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1926 Ford Fire Engine,Trucks and Buses,1:18,Carousel DieCast Legends,2019,24.92,60.77,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
25,140.55,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1992 Ferrari 360 Spider red,Classic Cars,1:18,Unimax Art Galleries,8347,77.9,169.34,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
40,143.62,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1970 Triumph Spitfire,Classic Cars,1:18,Min Lin Diecast,5545,91.92,143.62,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
47,119.87,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1940s Ford truck,Trucks and Buses,1:18,Motor City Art Classics,3128,84.76,121.08,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
49,57.8,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1970 Dodge Coronet,Classic Cars,1:24,Highway 66 Mini Classics,4074,32.37,57.8,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
46,127.79,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1962 Volkswagen Microbus,Trucks and Buses,1:24,Autoart Studio Design,2327,61.34,127.79,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
42,30.76,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1958 Chevy Corvette Limited Edition,Classic Cars,1:24,Carousel DieCast Legends,2542,15.91,35.36,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
28,108.82,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1992 Porsche Cayenne Turbo Silver,Classic Cars,1:24,Exoto Designs,6582,69.78,118.28,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
49,84.75,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1980’s GM Manhattan Express,Trucks and Buses,1:32,Motor City Art Classics,5099,53.93,96.31,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
27,51.95,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1954 Greyhound Scenicruiser,Trucks and Buses,1:32,Classic Metal Creations,2874,25.98,54.11,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
45,55.3,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,1950s Chicago Surface Lines Streetcar,Trains,1:32,Gearbox Collectibles,8601,26.72,62.14,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
28,106.49,2018-12-09,2018-12-17,2018-12-11,Shipped,Check on availability.,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,1:50,Highway 66 Mini Classics,1016,68.29,115.75,Diecast Collectables,+1 617-555-2555,Boston,USA,85100,jfirrelli@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Julie Firrelli,Valarie Franco,1550 Court Place Suite 102 02107,6251 Ingle Ln.  51003
46,176.63,2019-01-02,2019-01-11,2019-01-04,Shipped,,2001 Ferrari Enzo,Classic Cars,1:12,Second Gear Diecast,3619,95.59,207.8,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
26,128.42,2019-01-02,2019-01-11,2019-01-04,Shipped,,1969 Corvair Monza,Classic Cars,1:18,Welly Diecast Productions,6906,89.14,151.08,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
20,152.26,2019-01-02,2019-01-11,2019-01-04,Shipped,,1969 Ford Falcon,Classic Cars,1:12,Second Gear Diecast,1049,83.05,173.02,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
24,117.47,2019-01-02,2019-01-11,2019-01-04,Shipped,,1903 Ford Model A,Vintage Cars,1:18,Unimax Art Galleries,3913,68.3,136.59,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
48,96.81,2019-01-02,2019-01-11,2019-01-04,Shipped,,Collectable Wooden Train,Trains,1:18,Carousel DieCast Legends,6450,67.56,100.84,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
45,72.85,2019-01-02,2019-01-11,2019-01-04,Shipped,,1904 Buick Runabout,Vintage Cars,1:18,Exoto Designs,8290,52.66,87.77,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
35,122.89,2019-01-02,2019-01-11,2019-01-04,Shipped,,18th century schooner,Ships,1:24,Carousel DieCast Legends,1898,82.34,122.89,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
20,80.54,2019-01-02,2019-01-11,2019-01-04,Shipped,,1912 Ford Model T Delivery Wagon,Vintage Cars,1:24,Min Lin Diecast,9173,46.91,88.51,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
30,57.99,2019-01-02,2019-01-11,2019-01-04,Shipped,,1962 City of Detroit Streetcar,Trains,1:50,Classic Metal Creations,1645,37.49,58.58,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
38,56.67,2019-01-02,2019-01-11,2019-01-04,Shipped,,The Schooner Bluenose,Ships,1:700,Autoart Studio Design,1897,34.0,66.67,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
40,73.62,2019-01-02,2019-01-11,2019-01-04,Shipped,,The Mayflower,Ships,1:700,Studio M Art Models,737,43.3,86.61,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
46,63.61,2019-01-02,2019-01-11,2019-01-04,Shipped,,The USS Constitution Ship,Ships,1:700,Red Start Diecast,7083,33.97,72.28,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
37,95.16,2019-01-02,2019-01-11,2019-01-04,Shipped,,The Titanic,Ships,1:700,Carousel DieCast Legends,1956,51.09,100.17,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
33,95.34,2019-01-02,2019-01-11,2019-01-04,Shipped,,The Queen Mary,Ships,1:700,Welly Diecast Productions,5088,53.63,99.31,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
42,48.05,2019-01-02,2019-01-11,2019-01-04,Shipped,,Pont Yacht,Ships,1:72,Unimax Art Galleries,414,33.3,54.6,"Saveley & Henriot, Co.",,Lyon,France,123900,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Mary  Saveley,43 Rue Jouffroy Dabbans  75017,"2, rue du Commerce  69004"
39,129.2,2019-01-09,2019-01-15,2019-01-12,Shipped,,1972 Alfa Romeo GTA,Classic Cars,1:10,Motor City Art Classics,3252,85.68,136.0,"Men R US Retailers, Ltd.",+1 215-555-4369,Los Angeles,USA,57700,lthompson@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Thompson,Brian Chandler,100 Market Street Suite 300 94080,6047 Douglas Av.  91003
28,82.58,2019-01-09,2019-01-15,2019-01-12,Shipped,,1999 Yamaha Speed Boat,Ships,1:18,Min Lin Diecast,4259,51.61,86.02,"Men R US Retailers, Ltd.",+1 215-555-4369,Los Angeles,USA,57700,lthompson@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Thompson,Brian Chandler,100 Market Street Suite 300 94080,6047 Douglas Av.  91003
20,97.4,2019-01-09,2019-01-15,2019-01-12,Shipped,,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,1:18,Exoto Designs,2378,64.58,105.87,"Men R US Retailers, Ltd.",+1 215-555-4369,Los Angeles,USA,57700,lthompson@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Thompson,Brian Chandler,100 Market Street Suite 300 94080,6047 Douglas Av.  91003
43,66.45,2019-01-09,2019-01-15,2019-01-12,Shipped,,1900s Vintage Bi-Plane,Planes,1:24,Autoart Studio Design,5942,34.25,68.51,"Men R US Retailers, Ltd.",+1 215-555-4369,Los Angeles,USA,57700,lthompson@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Thompson,Brian Chandler,100 Market Street Suite 300 94080,6047 Douglas Av.  91003
36,56.55,2019-01-09,2019-01-15,2019-01-12,Shipped,,1937 Horch 930V Limousine,Vintage Cars,1:24,Autoart Studio Design,2902,26.3,65.75,"Men R US Retailers, Ltd.",+1 215-555-4369,Los Angeles,USA,57700,lthompson@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Thompson,Brian Chandler,100 Market Street Suite 300 94080,6047 Douglas Av.  91003
22,79.67,2019-01-09,2019-01-15,2019-01-12,Shipped,,1940 Ford Delivery Sedan,Vintage Cars,1:24,Carousel DieCast Legends,6621,48.64,83.86,"Men R US Retailers, Ltd.",+1 215-555-4369,Los Angeles,USA,57700,lthompson@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Thompson,Brian Chandler,100 Market Street Suite 300 94080,6047 Douglas Av.  91003
33,90.52,2019-01-09,2019-01-15,2019-01-12,Shipped,,HMS Bounty,Ships,1:700,Unimax Art Galleries,3501,39.83,90.52,"Men R US Retailers, Ltd.",+1 215-555-4369,Los Angeles,USA,57700,lthompson@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Thompson,Brian Chandler,100 Market Street Suite 300 94080,6047 Douglas Av.  91003
48,44.2,2019-01-09,2019-01-15,2019-01-12,Shipped,,Boeing X-32A JSF,Planes,1:72,Motor City Art Classics,4857,32.77,49.66,"Men R US Retailers, Ltd.",+1 215-555-4369,Los Angeles,USA,57700,lthompson@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Thompson,Brian Chandler,100 Market Street Suite 300 94080,6047 Douglas Av.  91003
23,112.99,2019-01-12,2019-01-22,2019-01-20,Shipped,,1996 Moto Guzzi 1100i,Motorcycles,1:10,Highway 66 Mini Classics,6625,68.99,118.94,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
34,189.79,2019-01-12,2019-01-22,2019-01-20,Shipped,,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,1:10,Red Start Diecast,5582,91.02,193.66,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
31,141.92,2019-01-12,2019-01-22,2019-01-20,Shipped,,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,5330,77.27,157.69,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
50,68.43,2019-01-12,2019-01-22,2019-01-20,Shipped,,P-51-D Mustang,Planes,1:72,Gearbox Collectibles,992,49.0,84.48,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
40,51.48,2019-01-12,2019-01-22,2019-01-20,Shipped,,1936 Harley Davidson El Knucklehead,Motorcycles,1:18,Welly Diecast Productions,4357,24.23,60.57,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
27,100.67,2019-01-12,2019-01-22,2019-01-20,Shipped,,1928 British Royal Navy Airplane,Planes,1:24,Classic Metal Creations,3627,66.74,109.42,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
30,63.22,2019-01-12,2019-01-22,2019-01-20,Shipped,,1960 BSA Gold Star DBD34,Motorcycles,1:24,Highway 66 Mini Classics,15,37.32,76.17,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
29,56.64,2019-01-12,2019-01-22,2019-01-20,Shipped,,Corsair F4U ( Bird Cage),Planes,1:24,Second Gear Diecast,6812,29.34,68.24,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
40,68.1,2019-01-12,2019-01-22,2019-01-20,Shipped,,1900s Vintage Tri-Plane,Planes,1:24,Unimax Art Galleries,2756,36.23,72.45,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
46,84.91,2019-01-12,2019-01-22,2019-01-20,Shipped,,1997 BMW F650 ST,Motorcycles,1:32,Exoto Designs,178,66.92,99.89,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
39,57.1,2019-01-12,2019-01-22,2019-01-20,Shipped,,1928 Ford Phaeton Deluxe,Vintage Cars,1:32,Highway 66 Mini Classics,136,33.02,68.79,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
43,43.2,2019-01-12,2019-01-22,2019-01-20,Shipped,,1930 Buick Marquette Phaeton,Vintage Cars,1:50,Studio M Art Models,7062,27.06,43.64,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
21,87.69,2019-01-12,2019-01-22,2019-01-20,Shipped,,American Airlines: B767-300,Planes,1:700,Min Lin Diecast,5841,51.15,91.34,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
26,93.74,2019-01-12,2019-01-22,2019-01-20,Shipped,,America West Airlines B757-200,Planes,1:700,Motor City Art Classics,9653,68.8,99.72,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
25,98.48,2019-01-12,2019-01-22,2019-01-20,Shipped,,ATA: B757-300,Planes,1:700,Highway 66 Mini Classics,7106,59.33,118.65,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
31,64.0,2019-01-12,2019-01-22,2019-01-20,Shipped,,F/A 18 Hornet 1/72,Planes,1:72,Motor City Art Classics,551,54.4,80.0,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
42,60.7,2019-01-12,2019-01-22,2019-01-20,Shipped,,American Airlines: MD-11S,Planes,1:700,Second Gear Diecast,8820,36.27,74.03,Osaka Souveniers Co.,+81 6-6342-5555,Kita-ku,Japan,81200,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Mory Kentary,4-1 Kioicho  102-8578,1-6-20 Dojima   530-0003
41,90.92,2019-01-15,2019-01-25,2019-01-18,Shipped,,1969 Harley Davidson Ultimate Chopper,Motorcycles,1:10,Min Lin Diecast,7933,48.81,95.7,Auto Canal+ Petit,+33 1 47 55 65 55,Paris,France,95000,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Dominique Perrier,43 Rue Jouffroy Dabbans  75017,"25, rue Lauriston  75016"
41,171.22,2019-01-15,2019-01-25,2019-01-18,Shipped,,1968 Ford Mustang,Classic Cars,1:12,Autoart Studio Design,68,95.34,194.57,Auto Canal+ Petit,+33 1 47 55 65 55,Paris,France,95000,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Dominique Perrier,43 Rue Jouffroy Dabbans  75017,"25, rue Lauriston  75016"
36,126.52,2019-01-15,2019-01-25,2019-01-18,Shipped,,2002 Suzuki XREO,Motorcycles,1:12,Unimax Art Galleries,9997,66.27,150.62,Auto Canal+ Petit,+33 1 47 55 65 55,Paris,France,95000,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Dominique Perrier,43 Rue Jouffroy Dabbans  75017,"25, rue Lauriston  75016"
28,79.8,2019-01-15,2019-01-25,2019-01-18,Shipped,,1970 Plymouth Hemi Cuda,Classic Cars,1:12,Studio M Art Models,5663,31.92,79.8,Auto Canal+ Petit,+33 1 47 55 65 55,Paris,France,95000,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Dominique Perrier,43 Rue Jouffroy Dabbans  75017,"25, rue Lauriston  75016"
35,73.17,2019-01-15,2019-01-25,2019-01-18,Shipped,,1969 Dodge Super Bee,Classic Cars,1:18,Min Lin Diecast,1917,49.05,80.41,Auto Canal+ Petit,+33 1 47 55 65 55,Paris,France,95000,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Dominique Perrier,43 Rue Jouffroy Dabbans  75017,"25, rue Lauriston  75016"
28,138.17,2019-01-15,2019-01-25,2019-01-18,Shipped,,1976 Ford Gran Torino,Classic Cars,1:18,Gearbox Collectibles,9127,73.49,146.99,Auto Canal+ Petit,+33 1 47 55 65 55,Paris,France,95000,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Dominique Perrier,43 Rue Jouffroy Dabbans  75017,"25, rue Lauriston  75016"
46,60.3,2019-01-15,2019-01-25,2019-01-18,Shipped,,1957 Vespa GS150,Motorcycles,1:18,Studio M Art Models,7689,32.95,62.17,Auto Canal+ Petit,+33 1 47 55 65 55,Paris,France,95000,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Dominique Perrier,43 Rue Jouffroy Dabbans  75017,"25, rue Lauriston  75016"
41,148.8,2019-01-15,2019-01-25,2019-01-18,Shipped,,1957 Corvette Convertible,Classic Cars,1:18,Classic Metal Creations,1249,69.93,148.8,Auto Canal+ Petit,+33 1 47 55 65 55,Paris,France,95000,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Dominique Perrier,43 Rue Jouffroy Dabbans  75017,"25, rue Lauriston  75016"
25,109.32,2019-01-15,2019-01-25,2019-01-18,Shipped,,1997 BMW R 1100 S,Motorcycles,1:24,Autoart Studio Design,7003,60.86,112.7,Auto Canal+ Petit,+33 1 47 55 65 55,Paris,France,95000,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Dominique Perrier,43 Rue Jouffroy Dabbans  75017,"25, rue Lauriston  75016"
21,62.33,2019-01-15,2019-01-25,2019-01-18,Shipped,,1982 Ducati 900 Monster,Motorcycles,1:24,Highway 66 Mini Classics,6840,47.1,69.26,Auto Canal+ Petit,+33 1 47 55 65 55,Paris,France,95000,lbondur@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Loui Bondur,Dominique Perrier,43 Rue Jouffroy Dabbans  75017,"25, rue Lauriston  75016"
